id,sentence1,sentence2,labels,source
c6d9df69-3cbd-4c95-b789-fb6dc3155804::pos_bt_s1s2::2,"On Sunday August [NUM], the House of Representatives elected almost [NUM]-[NUM] in favour of the Reverend Gene Robinson of New Hampshire.","On Tuesday in Minneapolis, the House of Bishops gave final approval to become a [NUM] [NUM] vote for the Rev. V. Gene Robinson of New Hampshire Bishop.","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0]",pos_bt_s1s2
699dad31-1c0d-4f79-9f2c-00d0d0fbe317::pos_bt_s1s2::0,It marked the fourth straight week and the ninth time this year that interest rates on this benchmark mortgage fell to an all-time week low.,"Mortgage rates around the country fell again this week, the ninth time this year rates have hit an all-time low.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]",pos_bt_s1s2
699dad31-1c0d-4f79-9f2c-00d0d0fbe317::pos_bt_s1s2::1,It marked the fourth straight week and the ninth time this year that rates on this benchmark mortgage fell to an all-time weekly low.,"Mortgage rates across the country have fallen again this week, and for the ninth time this year interest rates have reached an all-time low.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]",pos_bt_s1s2
699dad31-1c0d-4f79-9f2c-00d0d0fbe317::pos_bt_s1s2::2,It marked the fourth straight week and the ninth time this year that interest rates on this benchmark mortgage fell to an all-time week low.,"Mortgage rates across the country have fallen again this week, and for the ninth time this year interest rates have reached an all-time low.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]",pos_bt_s1s2
9d1abbfe-536a-4cf5-b8b4-d72d910ad229::pos_bt_s1s2::0,"Mr. Soros branded Mr. Snow's policy shift as ""mistakes.""","Soros criticised Snow's policy shift as a ""mistake"".","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",pos_bt_s1s2
9d1abbfe-536a-4cf5-b8b4-d72d910ad229::pos_bt_s1s2::1,"Mr. Soros branded Mr. Snow's policy shift a ""mistake.""","Soros criticized Snow's policy change as ""mistakes.""","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",pos_bt_s1s2
9d1abbfe-536a-4cf5-b8b4-d72d910ad229::pos_bt_s1s2::2,"Mr. Soros branded Mr. Snow's policy shift as ""mistakes.""","Soros criticized Snow's policy change as ""mistakes.""","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",pos_bt_s1s2
e7ecdf1c-30cb-4094-a074-8db0ffad9df6::pos_bt_s1::0,The letter said that an early - born baby had been laid on the bed in a blanket.,"According to the writer of the letter, the infant was ""placed on the bed in a baby blanket"" by a nurse.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0]",pos_bt_s1
811d360a-82b0-4dd6-8ac9-4bba8ebdc7dd::pos_bt_s1s2::0,"""We found the smoke gun,"" said board member Scott Hubbard.","""We have found the smoking gun,"" said Hubbard, director of NASA's Ames Research Center in California.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]",pos_bt_s1s2
811d360a-82b0-4dd6-8ac9-4bba8ebdc7dd::pos_bt_s1s2::1,"""We have found the smoking gun,"" board member Scott Hubbard said.","""We found the smoke gun,"" said Hubbard, director of NASA's Ames Research Center in California.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]",pos_bt_s1s2
811d360a-82b0-4dd6-8ac9-4bba8ebdc7dd::pos_bt_s1s2::2,"""We found the smoke gun,"" said board member Scott Hubbard.","""We found the smoke gun,"" said Hubbard, director of NASA's Ames Research Center in California.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]",pos_bt_s1s2
841b4a01-4c9c-4ce6-bcc1-9b259d8bb394::pos_bt_s2::0,"The report also claims that there will be up to 9.3 million visitors to hot spots this year, up again from the meagre 2.5 million in 2002.","There will be [NUM] millions of visitors to hot spots in [NUM], of [NUM] millions in [NUM], said Gartner.","[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0]",pos_bt_s2
79083e7c-502e-47fe-a724-d2503f1cfe2e::pos_bt_s1s2::0,"Mr Dewhurst has called for a ""cooling period"" between the special sessions, which could give the democrats some time at home.","Mr. Dewhurst has suggested a cooling-off period, which could give the senators time to go home.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]",pos_bt_s1s2
79083e7c-502e-47fe-a724-d2503f1cfe2e::pos_bt_s1s2::1,"Mr. Dewhurst has called for a ""cooling period"" between special sessions, which could give the Democrats some time at home.",Mr. Dewhurst has proposed a cooling that could give senators time to go home.,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]",pos_bt_s1s2
79083e7c-502e-47fe-a724-d2503f1cfe2e::pos_bt_s1s2::2,"Mr Dewhurst has called for a ""cooling period"" between the special sessions, which could give the democrats some time at home.",Mr. Dewhurst has proposed a cooling that could give senators time to go home.,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]",pos_bt_s1s2
e0a9fa9e-b367-495b-8c84-0921eef62e80::pos_bt_s1s2::0,The bodies of [NUM] undocumented immigrants suffocating in a suffocating trailer were discovered yesterday at a truck stop in South Texas where smugglers had left them.,The bodies of 18 illegal Mexican immigrants who died from suffocation and heat exhaustion were discovered on Wednesday in a packed tractor trailer abandoned at a rest stop.,"[0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0]",pos_bt_s1s2
e0a9fa9e-b367-495b-8c84-0921eef62e80::pos_bt_s1s2::1,The bodies of 17 undocumented immigrants who suffocated in a stifling trailer were discovered yesterday at a south Texas truck stop where smugglers had abandoned them.,The bodies of [NUM] illegal Mexican immigrants who died of suffocation and heat exhaustion were discovered on Wednesday in a packed tractor trailer that was abandoned at a stopover.,"[0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0]",pos_bt_s1s2
e0a9fa9e-b367-495b-8c84-0921eef62e80::pos_bt_s1s2::2,The bodies of [NUM] undocumented immigrants suffocating in a suffocating trailer were discovered yesterday at a truck stop in South Texas where smugglers had left them.,The bodies of [NUM] illegal Mexican immigrants who died of suffocation and heat exhaustion were discovered on Wednesday in a packed tractor trailer that was abandoned at a stopover.,"[0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0]",pos_bt_s1s2
885503fd-a8f6-4ce2-9cbb-05a9bbedd380::pos_bt_s1s2::0,"""I can tell you that it is routine for IBM to challenge its internal IT teams to consistently test new platforms and technologies within IBM.""","""It is routine for IBM to challenge its internal IT team to rigorously test new platforms and technology inside IBM.""","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",pos_bt_s1s2
885503fd-a8f6-4ce2-9cbb-05a9bbedd380::pos_bt_s1s2::1,"""I can tell you that it's routine for IBM to challenge its internal IT teams to rigorously test new platforms and technologies inside IBM.""","""It is routine for IBM to challenge its internal IT team to consistently test new platforms and technologies within IBM.""","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",pos_bt_s1s2
885503fd-a8f6-4ce2-9cbb-05a9bbedd380::pos_bt_s1s2::2,"""I can tell you that it is routine for IBM to challenge its internal IT teams to consistently test new platforms and technologies within IBM.""","""It is routine for IBM to challenge its internal IT team to consistently test new platforms and technologies within IBM.""","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",pos_bt_s1s2
10d361dd-45b9-4760-a454-00cca9f43100::pos_bt_s2::0,"Scott McClellan, a White House spokesman, called the decision ""troubling and flawed.""","The White House spokesman, Scott McClellan, described the Padilla rulers as ""difficult and flawed.""","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0]",pos_bt_s2
64bfa1df-8850-479c-b642-9b16bd719c56::pos_bt_s2::0,"Pacific Northwest has more than 800 employees, and Wells Fargo has 2,400 in Washington.","It has [NUM] employees, compared to Wells Fargos [NUM].","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",pos_bt_s2
c2e21e41-3fcb-4842-8c35-14b304bd2570::pos_bt_s1s2::0,"While some other parts of Africa were used as a stage for the terrorist group, Malawi had not previously been a main focus of the investigation against al-Qaeda.","While some other parts of Africa have been used as Al Qaeda staging grounds, Malawi had previously not been a major focus of investigations into the group.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",pos_bt_s1s2
c2e21e41-3fcb-4842-8c35-14b304bd2570::pos_bt_s1s2::1,"While some other parts of Africa have been used as staging grounds for the terror group, Malawi previously had not been a major focus of investigations into al-Qaida.","While some other parts of Africa were used as Al Qaeda site, Malawi had not yet been a focus of the group's investigations.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",pos_bt_s1s2
c2e21e41-3fcb-4842-8c35-14b304bd2570::pos_bt_s1s2::2,"While some other parts of Africa were used as a stage for the terrorist group, Malawi had not previously been a main focus of the investigation against al-Qaeda.","While some other parts of Africa were used as Al Qaeda site, Malawi had not yet been a focus of the group's investigations.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",pos_bt_s1s2
f9a53fda-78f0-400a-a5ed-ae0f546308a0::pos_bt_s1s2::0,"""I carried [NUM] percent of the votes in San Jose -- of all Austrian bodybuilders,"" Schwarzenegger said during the benefit event at the Fairmont Hotel.","""I carried 100 percent of the votes in San Jose - of all the Austrian-born body builders,"" Schwarzenegger quipped.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]",pos_bt_s1s2
f9a53fda-78f0-400a-a5ed-ae0f546308a0::pos_bt_s1s2::1,"""I carried 100 percent of the votes in San Jose -- of all the Austrian-born body builders,"" Schwarzenegger said during the benefit at the Fairmont Hotel.","""I supported [NUM] percent of the votes in San Jose - from all Austrian bodybuilders,"" Schwarzenegger joked.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]",pos_bt_s1s2
f9a53fda-78f0-400a-a5ed-ae0f546308a0::pos_bt_s1s2::2,"""I carried [NUM] percent of the votes in San Jose -- of all Austrian bodybuilders,"" Schwarzenegger said during the benefit event at the Fairmont Hotel.","""I supported [NUM] percent of the votes in San Jose - from all Austrian bodybuilders,"" Schwarzenegger joked.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]",pos_bt_s1s2
786578a9-69df-4a8b-b222-ed623ebb5965::pos_bt_s1s2::0,"Dynes gets [NUM] a year, an increase over Atkinson's current salary of [NUM].","In his new position, Dynes will earn $395,000, a significant increase over Atkinson's salary of $361,400.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",pos_bt_s1s2
786578a9-69df-4a8b-b222-ed623ebb5965::pos_bt_s1s2::1,"Dynes will get $395,000 a year, an increase over Atkinson's current salary of $361,400.","In his new position, Dynes [NUM] will earn a significant increase over Atkinson's salary of [NUM].","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",pos_bt_s1s2
786578a9-69df-4a8b-b222-ed623ebb5965::pos_bt_s1s2::2,"Dynes gets [NUM] a year, an increase over Atkinson's current salary of [NUM].","In his new position, Dynes [NUM] will earn a significant increase over Atkinson's salary of [NUM].","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",pos_bt_s1s2
61d5c681-af68-4585-9da1-77f5554e57a6::pos_bt_s1s2::0,"The router will be available in the first quarter of [NUM] and will cost around [NUM], the company said.","Netgear prices the WGT634U Super Wireless Media Router, which will be available in the first quarter of 2004, at under $200.","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",pos_bt_s1s2
61d5c681-af68-4585-9da1-77f5554e57a6::pos_bt_s1s2::1,"The router will be available in the first quarter of 2004 and will cost around $200, the company said.","Netgear prices of the WGT634U Super Wireless Media Router, which will be available in the first quarter of the [NUM] under [NUM].","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",pos_bt_s1s2
61d5c681-af68-4585-9da1-77f5554e57a6::pos_bt_s1s2::2,"The router will be available in the first quarter of [NUM] and will cost around [NUM], the company said.","Netgear prices of the WGT634U Super Wireless Media Router, which will be available in the first quarter of the [NUM] under [NUM].","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",pos_bt_s1s2
66721a51-2435-45d3-b402-9638cc5344d7::pos_bt_s1::0,"But the Yen's profits were capped by caution before Japanese intervention, with some traders reporting irregular bids smacking an intervention around [NUM] Yen.","But the yen's gains were capped by wariness about Japanese intervention, with some traders reporting irregular bids around 118 yen that could be from the Bank of Japan.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]",pos_bt_s1
b6684ee3-821c-4ecd-a773-b214c1530926::pos_bt_s1::0,"But in the first [NUM] seconds after Young entered the ring, the family knew it was an unequal game, said Meyers.","But in the first 30 seconds of the bout, family members knew it was an uneven match, Jodie Meyers, Stacy Young's sister, said.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0]",pos_bt_s1
cb4c72fb-8e15-4f82-a8d5-fee41a18da3b::pos_bt_s1s2::0,Some Wall Street experts believe that stocks have gone too fast in the face of the devastated economic reports of recent weeks.,"Some Wall Street analysts believe stocks have rallied too far, too fast, given the muddled picture of the economy provided by recent data.","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",pos_bt_s1s2
cb4c72fb-8e15-4f82-a8d5-fee41a18da3b::pos_bt_s1s2::1,"Some Wall Street experts believe stocks have rallied too far, too quickly, given the muddled economic reports of recent weeks.","Some Wall Street analysts believe that, in view of the confused economic picture provided by the latest data, stocks have increased too far, too quickly.","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",pos_bt_s1s2
cb4c72fb-8e15-4f82-a8d5-fee41a18da3b::pos_bt_s1s2::2,Some Wall Street experts believe that stocks have gone too fast in the face of the devastated economic reports of recent weeks.,"Some Wall Street analysts believe that, in view of the confused economic picture provided by the latest data, stocks have increased too far, too quickly.","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",pos_bt_s1s2
0158a0d6-d3c4-4610-95dc-15ce09b505ef::pos_bt_s1s2::0,"Slowly moving, drenching Tropical Storm Henri floods an already soaked Florida Friday, with strong storms that are further tested already swollen lakes and rivers.","Slow-moving, drenching Tropical Storm Henri doused an already soaked Florida on Friday, pushing heavy rains into areas where lakes and rivers were full to overflowing.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",pos_bt_s1s2
0158a0d6-d3c4-4610-95dc-15ce09b505ef::pos_bt_s1s2::1,"Slow-moving, drenching Tropical Storm Henri doused an already soaked Florida Friday, bringing powerful storms which further tested already-swollen lakes and rivers.","Slowly moving, dripping tropical storm Henri poured over a already soaked Florida on Friday and drove heavy rains into areas where lakes and rivers were crowded.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",pos_bt_s1s2
0158a0d6-d3c4-4610-95dc-15ce09b505ef::pos_bt_s1s2::2,"Slowly moving, drenching Tropical Storm Henri floods an already soaked Florida Friday, with strong storms that are further tested already swollen lakes and rivers.","Slowly moving, dripping tropical storm Henri poured over a already soaked Florida on Friday and drove heavy rains into areas where lakes and rivers were crowded.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",pos_bt_s1s2
d00de5ce-cd56-4866-ae79-c27edfdcb7b6::pos_bt_s2::0,"With all precincts reporting, Fletcher — a three-term congressman from Lexington — had an overwhelming 57 percent of the vote.","Fletcher had [NUM] votes, that is, [NUM] percent of the total.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",pos_bt_s2
d316e8e4-49bd-4f90-98eb-a1935f377527::pos_bt_s1s2::0,Cadbury Schweppes plc plans to cut [NUM] jobs and close factories after a [NUM] billion ($A11 [NUM] billion) acquisition over the last three years.,"Cadbury Schweppes has unveiled plans to slash 5,500 jobs and 20 percent of its factories over four years to cut costs brought about by an acquisition spree.","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1]",pos_bt_s1s2
d316e8e4-49bd-4f90-98eb-a1935f377527::pos_bt_s1s2::1,Cadbury Schweppes plc plans to cut 5500 jobs and shut factories after a 4.9 billion ($A11.9 billion) acquisition spree over the past three years inflated costs.,Cadbury Schweppes has presented plans to reduce [NUM] jobs and [NUM] percent of its factories over four years caused by an acquisition.,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1]",pos_bt_s1s2
d316e8e4-49bd-4f90-98eb-a1935f377527::pos_bt_s1s2::2,Cadbury Schweppes plc plans to cut [NUM] jobs and close factories after a [NUM] billion ($A11 [NUM] billion) acquisition over the last three years.,Cadbury Schweppes has presented plans to reduce [NUM] jobs and [NUM] percent of its factories over four years caused by an acquisition.,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1]",pos_bt_s1s2
edd8d6e5-2cb2-4573-a2ae-b53437c7f32e::pos_bt_s1::0,"At midnight Erika was about [NUM] miles east of Brownsville and moved west at about [NUM] Mph, with sustained winds near [NUM] Mph.","Late Friday evening, forecasters said Erika was 130 miles east of Brownsville and tracking due west at 21 mph with sustained winds of about 70 mph.","[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0]",pos_bt_s1
f09a702f-296b-4a72-aeab-986ceae8ceb3::pos_bt_s1::0,"""To ensure that we avoid any perception of misdeeds, we are not the co-minding-appropriate and non-appropriate means (of Congress),"" Faletti said.","""To make sure that we avoided any perception of wrongdoing, we are not comingling appropriated and nonappropriated funds [from Congress],"" said Faletti.","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",pos_bt_s1
7d3d15a3-847d-463e-ac43-01ef222c06ff::pos_bt_s1::0,"Kenneth ""Supreme"" McGriff was sentenced to [NUM] months in prison because he illegally owned a handgun as a convicted criminal on a shooting range in Maryland.","Kenneth ""Supreme"" McGriff was sentenced to 37 months by U.S. District Judge J. Frederick Motz for illegally possessing a handgun as a convicted felon at a Maryland firing range.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",pos_bt_s1
0bc3ce32-37f2-41d3-a8cd-105b30dd5b35::pos_bt_s1s2::0,"Five foreign embassies, including the Singapore Embassy in Bangkok, were among the targets, it said.","Five foreign embassies in Bangkok, including the Singapore embassy, were among those targeted.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0]",pos_bt_s1s2
0bc3ce32-37f2-41d3-a8cd-105b30dd5b35::pos_bt_s1s2::1,"Five foreign embassies, including the Singapore embassy, in Bangkok were among the targets, it said.","Five foreign embassies in Bangkok, including the Singapore Embassy, were among those who were targeted.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0]",pos_bt_s1s2
0bc3ce32-37f2-41d3-a8cd-105b30dd5b35::pos_bt_s1s2::2,"Five foreign embassies, including the Singapore Embassy in Bangkok, were among the targets, it said.","Five foreign embassies in Bangkok, including the Singapore Embassy, were among those who were targeted.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0]",pos_bt_s1s2
d64e9cc1-72eb-4153-ae58-d2d6d95beb22::pos_bt_s2::0,The IRS said taxpayers can avoid undelivered checks by having refunds deposited directly into their checking or savings accounts.,The IRS said taxpayers can avoid problems with lost or stolen refunds by depositing refunds directly on personal checks or savings accounts.,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",pos_bt_s2
8b8854fd-3e64-4626-ac12-5f5812bf089d::pos_bt_s1s2::0,"""The bank needs growth from elsewhere in the economy and needs the economy to restore balance,"" he said in an interview with the press agency.","The Bank of England ""requires growth from elsewhere in the economy and needs the economy to rebalance,"" he told the Press Association news agency.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]",pos_bt_s1s2
8b8854fd-3e64-4626-ac12-5f5812bf089d::pos_bt_s1s2::1,"""The bank requires growth from elsewhere in the economy and needs the economy to rebalance,"" he said in an interview with the Press Association news agency.","The Bank of England ""requires growth from elsewhere in the economy and needs the economy to balance again,"" he told the press agency.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]",pos_bt_s1s2
8b8854fd-3e64-4626-ac12-5f5812bf089d::pos_bt_s1s2::2,"""The bank needs growth from elsewhere in the economy and needs the economy to restore balance,"" he said in an interview with the press agency.","The Bank of England ""requires growth from elsewhere in the economy and needs the economy to balance again,"" he told the press agency.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]",pos_bt_s1s2
1179f5ed-d039-459a-a9c6-22411f048203::pos_bt_s2::0,"Instead, bond bulls focus on the fact the Fed has done nothing to dispel market expectations of an easing, either in speeches or through the press.","Nevertheless, bond bulls can find comfort in the fact that the Fed has done nothing to dispel market expectations of easing, either in speeches or through the press.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",pos_bt_s2
541bda85-c1f5-442e-8c9f-2da0f5090063::pos_bt_s1::0,"During their two-day meeting, Rocca will not meet the rebels because they are banned by the United States as a ""terrorist organization"".","During her two-day visit, Rocca will not meet the rebels since the United States has banned them as a ""terrorist organisation"".","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",pos_bt_s1
f9c1751f-0925-4eb1-b0f1-9ad5bbef5657::pos_bt_s1s2::0,"Voyager [NUM], also launched in the [NUM], is some [NUM] billion miles behind Voyager [NUM].","Voyager 1 was launched on September 5, 1977, 16 days after its companion, Voyager 2.","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1]",pos_bt_s1s2
f9c1751f-0925-4eb1-b0f1-9ad5bbef5657::pos_bt_s1s2::1,"Voyager 2, also launched in 1977, lags some 1.6 billion miles behind Voyager 1.","Voyager [NUM] was launched on September [NUM], [NUM], [NUM], days after his companion, Voyager [NUM].","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1]",pos_bt_s1s2
f9c1751f-0925-4eb1-b0f1-9ad5bbef5657::pos_bt_s1s2::2,"Voyager [NUM], also launched in the [NUM], is some [NUM] billion miles behind Voyager [NUM].","Voyager [NUM] was launched on September [NUM], [NUM], [NUM], days after his companion, Voyager [NUM].","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1]",pos_bt_s1s2
